"branch_name","type","rating","num_review","status","search_url","coord_url","longitude","latitude","...10"
"Kabupaten Yahukimo",NA,NA,NA,"unknown","https://www.google.com/maps/place/Kabupaten+Yahukimo,+Papua/@-4.3888169,138.8837738,9z/data=!3m1!4b1!4m6!3m5!1s0x683f0868cac43883:0x26cc83e4c905709c!8m2!3d-4.4939717!4d139.5279996!16s%2Fm%2F063zl52?entry=ttu","https://www.google.com/maps/place/Kabupaten+Yahukimo,+Papua/@-4.3888169,138.8837738,9z/data=!3m1!4b1!4m6!3m5!1s0x683f0868cac43883:0x26cc83e4c905709c!8m2!3d-4.4939717!4d139.5279996!16s%2Fm%2F063zl52?entry=ttu","138.8837738","-4.3888169",NA
