"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
NA,NA,NA,"unknown","https://www.google.com/maps/search/jnt+lembata/@-5.151151,119.42954,15z?entry=ttu","https://www.google.com/maps/search/jnt+lembata/@-5.151151,119.42954,15z?entry=ttu","119.42954","-5.151151",NA
