"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
NA,NA,NA,"unknown","https://www.google.com/maps/search/jnt+paniai/@-3.7575487,135.9227585,9z/data=!3m1!4b1?entry=ttu","https://www.google.com/maps/search/jnt+paniai/@-3.7575487,135.9227585,9z/data=!3m1!4b1?entry=ttu","135.9227585","-3.7575487",NA
