"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","detail","value"
"Agen SiCepat Tolitoli",3.3,6,"Buka ⋅ Tutup pukul 17.00","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/data=!4m7!3m6!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt!19sChIJnbW0Ek8rcTIRRWhzX-V1iVE?authuser=0&hl=id&rclk=1","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/@1.0428168,120.8266155,17z/data=!3m1!4b1!4m6!3m5!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt?authuser=0&hl=id&entry=ttu","120.8266155","1.0428168","Alamat","Jl. Samratulangi No.2, Tuweley, Kec. Baolan, Kabupaten Toli-Toli, Sulawesi Tengah 94512"
"Agen SiCepat Tolitoli",3.3,6,"Buka ⋅ Tutup pukul 17.00","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/data=!4m7!3m6!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt!19sChIJnbW0Ek8rcTIRRWhzX-V1iVE?authuser=0&hl=id&rclk=1","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/@1.0428168,120.8266155,17z/data=!3m1!4b1!4m6!3m5!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt?authuser=0&hl=id&entry=ttu","120.8266155","1.0428168","Situs Web","sicepat.com"
"Agen SiCepat Tolitoli",3.3,6,"Buka ⋅ Tutup pukul 17.00","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/data=!4m7!3m6!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt!19sChIJnbW0Ek8rcTIRRWhzX-V1iVE?authuser=0&hl=id&rclk=1","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/@1.0428168,120.8266155,17z/data=!3m1!4b1!4m6!3m5!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt?authuser=0&hl=id&entry=ttu","120.8266155","1.0428168","Telepon","0822-9306-6661"
"Agen SiCepat Tolitoli",3.3,6,"Buka ⋅ Tutup pukul 17.00","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/data=!4m7!3m6!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt!19sChIJnbW0Ek8rcTIRRWhzX-V1iVE?authuser=0&hl=id&rclk=1","https://www.google.com/maps/place/Agen+SiCepat+Tolitoli/@1.0428168,120.8266155,17z/data=!3m1!4b1!4m6!3m5!1s0x32712b4f12b4b59d:0x518975e55f736845!8m2!3d1.0428168!4d120.8266155!16s%2Fg%2F11mvw0b4pt?authuser=0&hl=id&entry=ttu","120.8266155","1.0428168","Plus Codes","2RVG+4J Tuweley, Kabupaten Toli-Toli, Sulawesi Tengah"
