"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
"Kabupaten Intan Jaya",NA,NA,"unknown","https://www.google.com/maps/place/Kabupaten+Intan+Jaya,+Papua/@-3.4083837,136.0829748,9z/data=!3m1!4b1!4m6!3m5!1s0x6818f38f5037b855:0x244b142fe55fd4ff!8m2!3d-3.5076422!4d136.7478493!16s%2Fm%2F05zwvv1?entry=ttu","https://www.google.com/maps/place/Kabupaten+Intan+Jaya,+Papua/@-3.4083837,136.0829748,9z/data=!3m1!4b1!4m6!3m5!1s0x6818f38f5037b855:0x244b142fe55fd4ff!8m2!3d-3.5076422!4d136.7478493!16s%2Fm%2F05zwvv1?entry=ttu","136.0829748","-3.4083837",NA
