"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
"Kabupaten Mamberamo Raya",NA,NA,"unknown","https://www.google.com/maps/place/Kabupaten+Mamberamo+Raya,+Papua/@-2.442572,136.6573117,8z/data=!3m1!4b1!4m6!3m5!1s0x6810e4edc1ee2833:0x6bf6cfdf4ff03958!8m2!3d-2.5331255!4d137.7637565!16s%2Fm%2F063_spw?entry=ttu","https://www.google.com/maps/place/Kabupaten+Mamberamo+Raya,+Papua/@-2.442572,136.6573117,8z/data=!3m1!4b1!4m6!3m5!1s0x6810e4edc1ee2833:0x6bf6cfdf4ff03958!8m2!3d-2.5331255!4d137.7637565!16s%2Fm%2F063_spw?entry=ttu","136.6573117","-2.442572",NA
