"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
"Kabupaten Tambrauw",NA,NA,"unknown","https://www.google.com/maps/place/Kabupaten+Tambrauw,+Papua+Bar./@-0.7207516,132.1473363,10z/data=!3m1!4b1!4m6!3m5!1s0x2d59e153f8c63f75:0x8422f4aa1edd9a9e!8m2!3d-0.781856!4d132.3938375!16s%2Fm%2F0gh67wh?entry=ttu","https://www.google.com/maps/place/Kabupaten+Tambrauw,+Papua+Bar./@-0.7207516,132.1473363,10z/data=!3m1!4b1!4m6!3m5!1s0x2d59e153f8c63f75:0x8422f4aa1edd9a9e!8m2!3d-0.781856!4d132.3938375!16s%2Fm%2F0gh67wh?entry=ttu","132.1473363","-0.7207516",NA
