"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
"Burmeso",NA,NA,"unknown","https://www.google.com/maps/place/Burmeso,+Kec.+Mamberamo+Tengah,+Kabupaten+Mamberamo+Raya,+Papua/@-2.2924997,138.0233079,12z/data=!3m1!4b1!4m6!3m5!1s0x6811aa935adfdca1:0xb7d14afc13f7edca!8m2!3d-2.2917255!4d138.1002024!16s%2Fg%2F1hm3bv11k?entry=ttu","https://www.google.com/maps/place/Burmeso,+Kec.+Mamberamo+Tengah,+Kabupaten+Mamberamo+Raya,+Papua/@-2.2924997,138.0233079,12z/data=!3m1!4b1!4m6!3m5!1s0x6811aa935adfdca1:0xb7d14afc13f7edca!8m2!3d-2.2917255!4d138.1002024!16s%2Fg%2F1hm3bv11k?entry=ttu","138.0233079","-2.2924997",NA
