"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
"Kepi",NA,NA,"unknown","https://www.google.com/maps/place/Kepi,+Obaa,+Kec.+Obaa,+Kabupaten+Mappi,+Papua/@-6.5170568,139.3067932,15z/data=!3m1!4b1!4m6!3m5!1s0x6836fed22b2c52a7:0x2c11b855a84dde54!8m2!3d-6.517057!4d139.317093!16s%2Fg%2F11c2q3nyx8?entry=ttu","https://www.google.com/maps/place/Kepi,+Obaa,+Kec.+Obaa,+Kabupaten+Mappi,+Papua/@-6.5170568,139.3067932,15z/data=!3m1!4b1!4m6!3m5!1s0x6836fed22b2c52a7:0x2c11b855a84dde54!8m2!3d-6.517057!4d139.317093!16s%2Fg%2F11c2q3nyx8?entry=ttu","139.3067932","-6.5170568",NA
