"branch_name","type","rating","num_review","status","search_url","coord_url","longitude","latitude","...10"
"Aceh 24355","Kode Pos",NA,NA,"unknown","https://www.google.com/maps/place/Aceh+24355/@5.1249332,97.0180683,12z/data=!3m1!4b1!4m6!3m5!1s0x303811b2a2a3ec6f:0x26bd8c8dd0864261!8m2!3d5.0935921!4d97.1036396!16s%2Fg%2F1hm5lvz_t?entry=ttu","https://www.google.com/maps/place/Aceh+24355/@5.1249332,97.0180683,12z/data=!3m1!4b1!4m6!3m5!1s0x303811b2a2a3ec6f:0x26bd8c8dd0864261!8m2!3d5.0935921!4d97.1036396!16s%2Fg%2F1hm5lvz_t?entry=ttu","97.0180683","5.1249332",NA
