"branch_name","type","rating","num_review","status","search_url","coord_url","longitude","latitude","...10"
"Sulawesi Tengah 94612","Kode Pos",NA,NA,"unknown","https://www.google.com/maps/place/Kabupaten+Poso,+Sulawesi+Tengah+94612/@-1.3933645,120.7494086,15z/data=!3m1!4b1!4m6!3m5!1s0x2d8ee44b1495e8fd:0xc990e9a95e76ee0f!8m2!3d-1.3923739!4d120.7608567!16s%2Fg%2F1hm4whkhq?entry=ttu","https://www.google.com/maps/place/Kabupaten+Poso,+Sulawesi+Tengah+94612/@-1.3933645,120.7494086,15z/data=!3m1!4b1!4m6!3m5!1s0x2d8ee44b1495e8fd:0xc990e9a95e76ee0f!8m2!3d-1.3923739!4d120.7608567!16s%2Fg%2F1hm4whkhq?entry=ttu","120.7494086","-1.3933645",NA
