"branch_name","type","rating","num_review","status","search_url","coord_url","longitude","latitude","...10"
"Jawa Barat 44112","Kode Pos",NA,NA,"unknown","https://www.google.com/maps/place/Kota+Kulon,+Kec.+Garut+Kota,+Kabupaten+Garut,+Jawa+Barat+44112/@-7.2295976,107.899536,15z/data=!3m1!4b1!4m6!3m5!1s0x2e68b037958cf2c5:0x1c00c5eb568ed610!8m2!3d-7.2272114!4d107.910225!16s%2Fg%2F11gzryf6v?entry=ttu","https://www.google.com/maps/place/Kota+Kulon,+Kec.+Garut+Kota,+Kabupaten+Garut,+Jawa+Barat+44112/@-7.2295976,107.899536,15z/data=!3m1!4b1!4m6!3m5!1s0x2e68b037958cf2c5:0x1c00c5eb568ed610!8m2!3d-7.2272114!4d107.910225!16s%2Fg%2F11gzryf6v?entry=ttu","107.899536","-7.2295976",NA
