"branch_name","type","rating","num_review","status","search_url","coord_url","longitude","latitude","...10"
"Riau 28711","Kode Pos",NA,NA,"unknown","https://www.google.com/maps/place/Kabupaten+Bengkalis,+Riau+28711/@1.4163471,102.0873261,11z/data=!3m1!4b1!4m6!3m5!1s0x31d15cac8ba85481:0x30c6ef503788cff5!8m2!3d1.467429!4d102.2319048!16s%2Fg%2F1hm4df4dy?entry=ttu","https://www.google.com/maps/place/Kabupaten+Bengkalis,+Riau+28711/@1.4163471,102.0873261,11z/data=!3m1!4b1!4m6!3m5!1s0x31d15cac8ba85481:0x30c6ef503788cff5!8m2!3d1.467429!4d102.2319048!16s%2Fg%2F1hm4df4dy?entry=ttu","102.0873261","1.4163471",NA
