"branch_name","type","rating","num_review","status","search_url","coord_url","longitude","latitude","...10"
"Bengkulu 39372","Kode Pos",NA,NA,"unknown","https://www.google.com/maps/place/Bengkulu+39372/@-3.6502612,102.525593,11z/data=!3m1!4b1!4m6!3m5!1s0x2e312cca825bd18b:0xc129c0e9d1ccf394!8m2!3d-3.6337959!4d102.5986597!16s%2Fg%2F1hm5c1mf_?entry=ttu","https://www.google.com/maps/place/Bengkulu+39372/@-3.6502612,102.525593,11z/data=!3m1!4b1!4m6!3m5!1s0x2e312cca825bd18b:0xc129c0e9d1ccf394!8m2!3d-3.6337959!4d102.5986597!16s%2Fg%2F1hm5c1mf_?entry=ttu","102.525593","-3.6502612",NA
