"branch_name","type","rating","num_review","status","search_url","coord_url","longitude","latitude","...10"
"Kalimantan Barat 78912","Kode Pos",NA,NA,"unknown","https://www.google.com/maps/place/Kab.+Mempawah,+Kalimantan+Barat+78912/@0.3657759,108.9085336,13z/data=!3m1!4b1!4m6!3m5!1s0x31e2f1762cf15163:0xefc8c9940d5ef3aa!8m2!3d0.3678684!4d108.9561661!16s%2Fg%2F1hm483txz?entry=ttu","https://www.google.com/maps/place/Kab.+Mempawah,+Kalimantan+Barat+78912/@0.3657759,108.9085336,13z/data=!3m1!4b1!4m6!3m5!1s0x31e2f1762cf15163:0xefc8c9940d5ef3aa!8m2!3d0.3678684!4d108.9561661!16s%2Fg%2F1hm483txz?entry=ttu","108.9085336","0.3657759",NA
