"branch_name","rating","num_review","status","search_url","coord_url","longitude","latitude","...9"
NA,NA,NA,"unknown","https://www.google.com/maps/search/jnt+sijunjung/@-6.2062592,106.8302336,12z?entry=ttu","https://www.google.com/maps/search/jnt+sijunjung/@-6.2062592,106.8302336,12z?entry=ttu","106.8302336","-6.2062592",NA
